file_name,model_name,points dist on all points using global T (mean.std) & ,points dist on all points using global T+R (prdiction + DDF)(mean.std) & points dist on 4 points using global T (mean.std) & ,points dist on 4 points using global T+R (prdiction + DDF)(mean.std) & points dist on all points using local T (mean.std) & ,points dist on 4 points using local T (mean.std) & 
seq_len100__Loss_rec_reg__bs_2__inc_reg_1__Move__ete &  ['best_val_dist_R_T', 'best_val_dist_R_R'] &  $79.68\pm13.53$ &  $79.24\pm14.59$ &  $80.61\pm13.48$ &  $81.16\pm14.46$ &  $1.24\pm0.25$ &  $1.29\pm0.24$ &  
seq_len100__Loss_rec_reg__bs_2__inc_reg_1__Move__ete &  ['best_val_dist_T_T', 'best_val_dist_T_R'] &  $79.72\pm13.23$ &  $78.82\pm22.37$ &  $80.62\pm13.20$ &  $78.88\pm22.41$ &  $1.16\pm0.20$ &  $1.19\pm0.20$ &  
